school_name,school_uuid,reports_index,class_of,report_url,downloaded_on
CLEVELAND STATE,116,,2010,N/A,N/A
COLORADO,22,,2016,http://www.colorado.edu/law/sites/default/files/attached-files/class_of_2016_aba_employment_summary_-_updated.pdf,2017-09-09
COLORADO,22,,2015,http://www.colorado.edu/law/sites/default/files/Class%20of%202015%20ABA%20Employment%20Summary.pdf,2017-09-09
COLORADO,22,,2014,http://www.colorado.edu/law/sites/default/files/Class%20of%202014%20Report_0.pdf,2017-09-09
COLORADO,22,,2013,http://www.colorado.edu/law/sites/default/files/Class%20of%202013%20NALP%20Report.pdf,2017-09-09
COLORADO,22,,2012,N/A,N/A
COLORADO,22,,2011,N/A,N/A
COLORADO,22,,2010,N/A,N/A
COLUMBIA,101,,2016,http://www.law.columbia.edu/sites/default/files/microsites/career-services/files/employmentquestionnairesummary_2017_final.pdf,2017-09-09
COLUMBIA,101,,2015,http://www.law.columbia.edu/sites/default/files/microsites/careers/files/2015_aba_employment_summary.pdf,2017-09-09
COLUMBIA,101,,2014,http://www.law.columbia.edu/sites/default/files/microsites/careers/files/2014_aba_employment_summary.pdf,2017-09-09
COLUMBIA,101,,2013,N/A,N/A
COLUMBIA,101,,2012,N/A,N/A
COLUMBIA,101,,2011,N/A,N/A
COLUMBIA,101,,2010,N/A,N/A
CONCORDIA,212,,2016,https://law.cu-portland.edu/sites/default/files/pdf/ABA%20Employment%20Summary%20for%202016%20Graduates.pdf,2017-09-09
CONCORDIA,212,,2015,https://law.cu-portland.edu/sites/default/files/pdf/Concordia%20Law%20-%20ABA%20Employment%20Summary%20for%202015%20Graduates.pdf,2017-09-09
CONCORDIA,212,,2014,N/A,N/A
CONCORDIA,212,,2013,N/A,N/A
CONCORDIA,212,,2012,N/A,N/A
CONCORDIA,212,,2011,N/A,N/A
CONCORDIA,212,,2010,N/A,N/A
CONNECTICUT,24,,2016,https://www.law.uconn.edu/sites/default/files/content-page/ABA-509-Employment-Report-Class-of-2016-04-12-17.pdf,2017-09-09
CONNECTICUT,24,,2015,https://www.law.uconn.edu/sites/default/files/content-page/Graduate-Employment-Outcomes-Class-of-2015-2016-04-26.pdf,2017-09-09
CONNECTICUT,24,,2014,https://www.law.uconn.edu/sites/default/files/content-page/Graduate%20Employment%20Outcomes%20Class%20of%202014.pdf,2017-09-09
CONNECTICUT,24,,2013,https://www.law.uconn.edu/sites/default/files/content-page/Graduate%20Employment%20Outcomes%20Class%20of%202013%2003-21-14.pdf,2017-09-09
CONNECTICUT,24,,2012,https://www.law.uconn.edu/sites/default/files/content-page/Graduate%20Employment%20Outcomes%20Class%20of%202012%20%28updated%29.pdf,2017-09-09
CONNECTICUT,24,,2011,https://www.law.uconn.edu/sites/default/files/content-page/Graduate%20Employment%20Outcomes%20Class%20of%202011%20%28updated%29.pdf,2017-09-09
CONNECTICUT,24,,2010,https://www.law.uconn.edu/sites/default/files/content-page/Graduate%20Employment%20Outcomes%20Class%20of%202010.pdf,2017-09-09
CORNELL,99,,2016,http://www.lawschool.cornell.edu/careers/aboutus/upload/2016-ABA-Employment-Summary.pdf,2017-09-09
CORNELL,99,,2015,http://www.lawschool.cornell.edu/careers/aboutus/upload/2015-ABA-Graduate-Employment-Data.pdf,2017-09-09
CORNELL,99,,2014,http://www.lawschool.cornell.edu/careers/aboutus/upload/ABA-Class-of-2014-Summary.pdf,2017-09-09
CORNELL,99,,2013,http://www.lawschool.cornell.edu/careers/aboutus/upload/ABA_GradEmployment2013.pdf,2017-09-09
CORNELL,99,,2012,http://www.lawschool.cornell.edu/careers/aboutus/upload/2012-Grad-Stats.pdf,2017-09-09
CORNELL,99,,2011,http://www.lawschool.cornell.edu/careers/aboutus/upload/2011-Grad-Stats-2.pdf,2017-09-09
CORNELL,99,,2010,http://www.lawschool.cornell.edu/careers/aboutus/upload/2010finalstats-2.pdf,2017-09-09
CREIGHTON,91,,2016,https://law.creighton.edu/sites/law.creighton.edu/files/2016-ABA-EmploymentQuestionnaireSummary.pdf,2017-09-09
CREIGHTON,91,,2015,https://law.creighton.edu/sites/law.creighton.edu/files/UpdatedEmploymentQuestionnaireSummary-91-25062-09-26-201615-29-48.pdf,2017-09-09
CREIGHTON,91,,2014,https://law.creighton.edu/sites/law.creighton.edu/files/ABASummary2014.pdf,2017-09-09
CREIGHTON,91,,2013,https://law.creighton.edu/sites/law.creighton.edu/files/media/ABA_Employment_Data_Report_2013.pdf,2017-09-09
CREIGHTON,91,,2012,https://law.creighton.edu/sites/law.creighton.edu/files/media/ABAEmploymentDataReport-2012.pdf,2017-09-09
CREIGHTON,91,,2011,https://law.creighton.edu/sites/law.creighton.edu/files/media/ABAEmploymentDataReport-2011.pdf,2017-09-09
CREIGHTON,91,,2010,N/A,N/A
DAYTON,121,,2016,https://udayton.edu/law/_resources/documents/career_services/employment_stats/aba_employment_summary_for_2016_grads.pdf,2017-09-09
DAYTON,121,,2015,https://udayton.edu/law/_resources/documents/career_services/employment_stats/aba_employment_summary_for_2015_grads.pdf,2017-09-09
DAYTON,121,,2014,https://udayton.edu/law/_resources/documents/career_services/employment_stats/aba_employment_summary_for_2014_grads.pdf,2017-09-09
DAYTON,121,,2013,https://udayton.edu/law/_resources/documents/career_services/employment_stats/aba_employment_summary_for_2013_grads.pdf,2017-09-09
DAYTON,121,,2012,https://udayton.edu/law/_resources/documents/career_services/employment_stats/aba_employment_summary_for_2012_grads.pdf,2017-09-09
DAYTON,121,,2011,https://udayton.edu/law/_resources/documents/career_services/employment_stats/aba_employment_summary-2011.pdf,2017-09-09
DAYTON,121,,2010,https://udayton.edu/law/_resources/documents/career_services/employment_stats/aba_employment_summary-2010.pdf,2017-09-09
DENVER,23,,2016,http://www.law.du.edu/documents/career-development-and-opportunities/2016-ABA-Report.pdf,2017-09-11
DENVER,23,,2015,http://www.law.du.edu/documents/career-development-and-opportunities/2015-ABA-Report.pdf,2017-09-11
DENVER,23,,2014,http://www.law.du.edu/documents/career-development-and-opportunities/2014-ABA-Report.pdf,2017-09-11
DENVER,23,,2013,http://www.law.du.edu/documents/career-development-and-opportunities/2013-ABA-Report.pdf,2017-09-11
DENVER,23,,2012,http://www.law.du.edu/documents/career-development-and-opportunities/ABAEmploymentSummary-2012.pdf,2017-09-11
DENVER,23,,2011,http://www.law.du.edu/documents/career-development-and-opportunities/2011-ABA-Report.pdf,2017-09-11
DENVER,23,,2010,http://www.law.du.edu/documents/career-development-and-opportunities/2010-ABA-Report.pdf,2017-09-11
DEPAUL,46,,2016,https://law.depaul.edu/career-services/employment-data/Documents/2017%20ABA%20EQ%20(Submitted%204-7-17).pdf,2017-09-11
DEPAUL,46,,2015,https://law.depaul.edu/career-services/employment-data/Documents/aba_empl_summary_2015_final.pdf,2017-09-11
DEPAUL,46,,2014,https://law.depaul.edu/career-services/employment-data/Documents/aba_empl_summary_2014.pdf,2017-09-11
DEPAUL,46,,2013,https://law.depaul.edu/career-services/employment-data/Documents/aba_empl_summary_2013.pdf,2017-09-11
DEPAUL,46,,2012,N/A,N/A
DEPAUL,46,,2011,N/A,N/A
DEPAUL,46,,2010,N/A,N/A
DETROIT MERCY,78,,2016,http://www.law.udmercy.edu/_files/pdf/career-services/EmploymentStatistics2016.pdf,2017-09-11
DETROIT MERCY,78,,2015,http://www.law.udmercy.edu/career-services/pdf-images/EmploymentQuestionnaireSummaryFinal2015.pdf,2017-09-11
DETROIT MERCY,78,,2014,http://www.law.udmercy.edu/_files/pdf/career-services/2014%20Employment%20Statistics.pdf,2017-09-11
DETROIT MERCY,78,,2013,N/A,N/A
DETROIT MERCY,78,,2012,N/A,N/A
DETROIT MERCY,78,,2011,N/A,N/A
DETROIT MERCY,78,,2010,N/A,N/A
DISTRICT OF COLUMBIA,180,,2016,http://c.ymcdn.com/sites/www.law.udc.edu/resource/resmgr/WebABA/abaempsumm_2016grads.pdf,2017-09-11
DISTRICT OF COLUMBIA,180,,2015,http://c.ymcdn.com/sites/www.law.udc.edu/resource/resmgr/WebABA/ABAEmpSumm_2015Grads.pdf,2017-09-11
DISTRICT OF COLUMBIA,180,,2014,http://c.ymcdn.com/sites/www.law.udc.edu/resource/resmgr/WebABA/ABAEmpSumm_2014Grads.pdf,2017-09-11
DISTRICT OF COLUMBIA,180,,2013,N/A,N/A
DISTRICT OF COLUMBIA,180,,2012,N/A,N/A
DISTRICT OF COLUMBIA,180,,2011,N/A,N/A
DISTRICT OF COLUMBIA,180,,2010,N/A,N/A
DRAKE,55,,2016,http://www.law.drake.edu/2014-ABA-employment-summary.pdf,2017-09-11
DRAKE,55,,2015,http://www.drake.edu/media/collegesschools/law/documents/2015%20ABA%20Employment%20Summary.pdf,2017-09-11
DRAKE,55,,2014,http://www.law.drake.edu/2016-ABA-employment-summary.pdf,2017-09-11
DRAKE,55,,2013,N/A,N/A
DRAKE,55,,2012,N/A,N/A
DRAKE,55,,2011,N/A,N/A
DRAKE,55,,2010,N/A,N/A
DREXEL,207,,2016,http://drexel.edu/~/media/Files/law/Consumer%20Information/EmploymentOutcomes/2017%20Employment%20Questionnaire%20for%202016%20Graduates.ashx?la=en,2017-09-11
DREXEL,207,,2015,http://drexel.edu/~/media/Files/law/Consumer%20Information/EmploymentOutcomes/2016%20Employment%20Questionnaire%20for%202015%20Graduates.ashx?la=en,2017-09-11
DREXEL,207,,2014,http://drexel.edu/~/media/Files/law/Consumer%20Information/EmploymentOutcomes/2015%20Employment%20Questionnaire%20for%202014%20Graduates-Submitted%2003%2031%202015.ashx?la=en,2017-09-11
DREXEL,207,,2013,http://drexel.edu/~/media/Files/law/Consumer%20Information/EmploymentOutcomes/2014%20Placement%20Questionnaire%20for%202013%20Graduates--CORRECTED%2004%2024%202014.ashx?la=en,2017-09-11
DREXEL,207,,2012,http://drexel.edu/~/media/Files/law/Consumer%20Information/EmploymentOutcomes/2013%20Employment%20Summary%20for%202012%20Graduates-FINAL-05%2009%202013%20-rev.ashx?la=en,2017-09-11
DREXEL,207,,2011,N/A,N/A
DREXEL,207,,2010,N/A,N/A
DUKE,109,,2016,https://law.duke.edu/sites/default/files/career/abareport-class2016v2.pdf,2017-09-11
DUKE,109,,2015,https://law.duke.edu/sites/default/files/career/ABAReport-Class2015.pdf,2017-09-11
DUKE,109,,2014,https://law.duke.edu/sites/default/files/career/ABAReport-Class2014.pdf,2017-09-11
DUKE,109,,2013,N/A,N/A
DUKE,109,,2012,N/A,N/A
DUKE,109,,2011,N/A,N/A
DUKE,109,,2010,N/A,N/A
DUQUESNE,131,,2016,http://law.duq.edu/sites/default/files/documents/CareerServices/ABA%20Summary%20Class%20of%202016%20REVISED.pdf,2017-09-11
DUQUESNE,131,,2015,http://law.duq.edu/sites/default/files/documents/CareerServices/2015%20-%20Career%20Statatistics%20-%20ABA%20Employment%20Summary.pdf,2017-09-11
DUQUESNE,131,,2014,http://law.duq.edu/sites/default/files/documents/CareerServices/EmploymentQuestionnaireSummary-131-131-04-28-2015%2009-32-21.pdf,2017-09-11
DUQUESNE,131,,2013,N/A,N/A
DUQUESNE,131,,2012,N/A,N/A
DUQUESNE,131,,2011,N/A,N/A
DUQUESNE,131,,2010,N/A,N/A
ELON,205,,2016,https://www.elon.edu/e/CmsFile/GetFile?FileID=827,2017-09-11
ELON,205,,2015,https://www.elon.edu/e/CmsFile/GetFile?FileID=490,2017-09-11
ELON,205,,2014,https://www.elon.edu/docs/e-web/law/career_services/Elon_Law_ABA_Employment%20Report_Class%20of%202014.pdf,2017-09-11
ELON,205,,2013,N/A,N/A
ELON,205,,2012,N/A,N/A
ELON,205,,2011,N/A,N/A
ELON,205,,2010,N/A,N/A
EMORY,39,,2016,http://law.emory.edu/_includes/documents/sections/about/ABA-documents/aba-employment-summary-2016.pdf,2017-09-11
EMORY,39,,2015,http://law.emory.edu/_includes/documents/sections/about/ABA-documents/EmploymentQuestionnaireSummary-39-39-04-07-2016-15-00-51.pdf,2017-09-11
EMORY,39,,2014,http://law.emory.edu/_includes/documents/sections/about/ABA-documents/EmploymentQuestionnaireSummary-39-39-04-07-2015%2015-36-36.pdf,2017-09-11
EMORY,39,,2013,N/A,N/A
EMORY,39,,2012,N/A,N/A
EMORY,39,,2011,N/A,N/A
EMORY,39,,2010,N/A,N/A
FAULKNER,200,,2016,N/A,N/A
FAULKNER,200,,2015,https://www.faulkner.edu/wp-content/uploads/EmploymentQuestionnaireSummary-200-25041-04-06-2016-15-29-53.pdf,2017-09-11
FAULKNER,200,,2014,https://www.faulkner.edu/wp-content/uploads/ABA-Employment-2014.pdf,2017-09-11
FAULKNER,200,,2013,https://www.faulkner.edu/wp-content/uploads/EmploymentSummary-2013.pdf,2017-09-11
FAULKNER,200,,2012,http://ww3.faulkner.edu/SharedMedia/_JSL/EmploymentSummary-2013.pdf,2017-09-11
FAULKNER,200,,2011,http://ww3.faulkner.edu/SharedMedia/_JSL/EmploymentSummary.pdf,2017-09-11
FAULKNER,200,,2010,https://www.faulkner.edu/wp-content/uploads/EmploymentSummary-2010.pdf,2017-09-11
FLORIDA,34,,2016,https://www.law.ufl.edu/law/wp-content/uploads/2012/12/aba-employment-summary-for-2016-graduates.pdf,2017-09-11
FLORIDA,34,,2015,https://www.law.ufl.edu/law/wp-content/uploads/2016/04/aba-employment-summary-for-2015-graduates.pdf,2017-09-11
FLORIDA,34,,2014,https://www.law.ufl.edu/law/wp-content/uploads/2015/03/aba-employment-summary-for-2014-graduates.pdf,2017-09-11
FLORIDA,34,,2013,https://www.law.ufl.edu/law/wp-content/uploads/2012/05/ABA-Employment-Summary-For-2013-Graduates.pdf,2017-09-11
FLORIDA,34,,2012,https://www.law.ufl.edu/_pdf/career/employers/EmploymentSummary-2013.pdf,2017-09-11
FLORIDA,34,,2011,N/A,N/A
FLORIDA,34,,2010,N/A,N/A
FLORIDA A&M,195,,2016,http://law.famu.edu/wp-content/uploads/2013/08/FAMU-LAW-Class-of-2016-Employment-Summary.pdf,2017-09-11
FLORIDA A&M,195,,2015,http://law.famu.edu/wp-content/uploads/2016/04/EmploymentQuestionnaireSummary-FAMU-LAW-2015-.pdf,2017-09-11
FLORIDA A&M,195,,2014,http://law.famu.edu/wp-content/uploads/2015/05/EmploymentSummary-Florida-AM-University-College-of-Law-2014-Revised.pdf,2017-09-11
FLORIDA A&M,195,,2013,http://law.famu.edu/wp-content/uploads/2015/04/EmploymentSummary-FAMU-College-of-Law-Class-of-2013.pdf,2017-09-11
FLORIDA A&M,195,,2012,http://law.famu.edu/wp-content/uploads/2015/04/EmploymentSummary-FAMU-College-of-Law-Class-of-2012.pdf,2017-09-11
FLORIDA A&M,195,,2011,http://law.famu.edu/wp-content/uploads/2015/04/EmploymentSummary-FAMU-College-of-Law-Class-of-2011.pdf,2017-09-11
FLORIDA A&M,195,,2010,N/A,N/A
FLORIDA COASTAL,189,,2016,https://www.fcsl.edu/userfiles/files/CareerPlacement_FCSL_EmploymentSummary-2016.pdf,2017-09-11
FLORIDA COASTAL,189,,2015,https://www.fcsl.edu/files/2015%20ABA%20Employment%20Summary.pdf,2017-09-11
FLORIDA COASTAL,189,,2014,https://www.fcsl.edu/files/2014%20ABA%20Summary.pdf,2017-09-11
FLORIDA COASTAL,189,,2013,N/A,N/A
FLORIDA COASTAL,189,,2012,N/A,N/A
FLORIDA COASTAL,189,,2011,N/A,N/A
FLORIDA COASTAL,189,,2010,N/A,N/A
FLORIDA INTERNATIONAL,196,N/A,2016,N/A,N/A
FLORIDA INTERNATIONAL,196,N/A,2015,N/A,N/A
FLORIDA INTERNATIONAL,196,N/A,2014,N/A,N/A
FLORIDA INTERNATIONAL,196,N/A,2013,N/A,N/A
FLORIDA INTERNATIONAL,196,N/A,2012,N/A,N/A
FLORIDA INTERNATIONAL,196,N/A,2011,N/A,N/A
FLORIDA INTERNATIONAL,196,N/A,2010,N/A,N/A
FLORIDA STATE,36,,2016,http://www.law.fsu.edu/docs/default-source/default-document-library/abadata.pdf?sfvrsn=12,2017-09-09
FLORIDA STATE,36,,2015,N/A,N/A
FLORIDA STATE,36,,2014,N/A,N/A
FLORIDA STATE,36,,2013,N/A,N/A
FLORIDA STATE,36,,2012,N/A,N/A
FLORIDA STATE,36,,2011,N/A,N/A
FLORIDA STATE,36,,2010,N/A,N/A
FORDHAM,102,https://www.fordham.edu/info/22555/employment_statistics,2016,https://www.fordham.edu/download/downloads/id/8087/class_of_2016_at_10_months.pdf,2017-09-09
FORDHAM,102,https://www.fordham.edu/info/22555/employment_statistics,2015,https://www.fordham.edu/download/downloads/id/5271/class_of_2015_at_10_months.pdf,2017-09-09
FORDHAM,102,https://www.fordham.edu/info/22555/employment_statistics,2014,https://www.fordham.edu/download/downloads/id/1166/class_of_2014_at_10_months.pdf,2017-09-09
FORDHAM,102,https://www.fordham.edu/info/22555/employment_statistics,2013,N/A,N/A
FORDHAM,102,https://www.fordham.edu/info/22555/employment_statistics,2012,N/A,N/A
FORDHAM,102,https://www.fordham.edu/info/22555/employment_statistics,2011,N/A,N/A
FORDHAM,102,https://www.fordham.edu/info/22555/employment_statistics,2010,N/A,N/A
GEORGE MASON,171,,2016,https://www.law.gmu.edu/assets/files/career/ABAEmploymentSummary2016.pdf,2017-09-11
GEORGE MASON,171,,2015,https://www.law.gmu.edu/assets/files/career/ABAEmploymentSummary2015.pdf,2017-09-11
GEORGE MASON,171,,2014,https://www.law.gmu.edu/assets/files/career/ABAEmploymentSummary2014.pdf,2017-09-11
GEORGE MASON,171,,2013,https://www.law.gmu.edu/assets/files/career/ABAEmploymentSummary2013.pdf,2017-09-11
GEORGE MASON,171,,2012,N/A,N/A
GEORGE MASON,171,,2011,N/A,N/A
GEORGE MASON,171,,2010,N/A,N/A
GEORGE WASHINGTON,31,,2016,https://www.law.gwu.edu/sites/www.law.gwu.edu/files/downloads/GW-Law-Employment-Data-Class-of-2016.pdf,2017-09-11
GEORGE WASHINGTON,31,,2015,https://www.law.gwu.edu/sites/www.law.gwu.edu/files/downloads/GW-Law-ABA-Employment-Data-for-Class-of-2015.pdf,2017-09-11
GEORGE WASHINGTON,31,,2014,https://www.law.gwu.edu/sites/www.law.gwu.edu/files/downloads/Employement_Data_2014.pdf,2017-09-11
GEORGE WASHINGTON,31,,2013,https://www.law.gwu.edu/sites/www.law.gwu.edu/files/downloads/Employment_Data_Class_of_2013.pdf,2017-09-11
GEORGE WASHINGTON,31,,2012,https://www.law.gwu.edu/sites/www.law.gwu.edu/files/downloads/Final_2012_ABA.pdf,2017-09-11
GEORGE WASHINGTON,31,,2011,N/A,N/A
GEORGE WASHINGTON,31,,2010,N/A,N/A
GEORGETOWN,30,,2016,https://www.law.georgetown.edu/careers/upload/L16-ABA-Employment-Summary-4.pdf,2017-09-11
GEORGETOWN,30,,2015,https://www.law.georgetown.edu/careers/upload/Employment-Summary-for-2015-Graduates.pdf,2017-09-11
GEORGETOWN,30,,2014,https://www.law.georgetown.edu/careers/upload/2014-Bundle-for-Website-Revised-2.pdf,2017-09-11
GEORGETOWN,30,,2013,N/A,N/A
GEORGETOWN,30,,2012,N/A,N/A
GEORGETOWN,30,,2011,N/A,N/A
GEORGETOWN,30,,2010,N/A,N/A
GEORGIA,38,,2016,http://www.law.uga.edu/sites/default/files/Classof2016ABASummary041017_700pxwide.jpg,2017-09-11
GEORGIA,38,,2015,http://www.law.uga.edu/sites/default/files/EmploymentQuestionnaireSummary041916_web.jpg,2017-09-11
GEORGIA,38,,2014,http://www.law.uga.edu/sites/default/files/2014EmploymentData_web.jpg,2017-09-11
GEORGIA,38,,2013,http://www.law.uga.edu/sites/default/files/EmploymentSummary50714_web.jpg,2017-09-11
GEORGIA,38,,2012,http://www.law.uga.edu/sites/default/files/UGA%20Class%20of%202012%20ABA%20Report%20as%20of%205.23.2013%20downloaded%20from%20ABA%20site.jpg,2017-09-11
GEORGIA,38,,2011,N/A,N/A
GEORGIA,38,,2010,N/A,N/A
GEORGIA STATE,175,,2016,http://law.gsu.edu/files/2017/04/ABA-Summary-Report-Class-of-2016.pdf,2017-09-11
GEORGIA STATE,175,,2015,http://law.gsu.edu/files/2016/04/4-12-16-ABA-Employment-Summary.pdf,2017-09-11
GEORGIA STATE,175,,2014,http://law.gsu.edu/files/2015/04/Class-2014-ABA-Summary.pdf,2017-09-11
GEORGIA STATE,175,,2013,http://law.gsu.edu/files/2014/07/EmploymentSummary-20141.pdf,2017-09-11
GEORGIA STATE,175,,2012,http://law.gsu.edu/files/2014/04/EmploymentSummary-2013.pdf,2017-09-11
GEORGIA STATE,175,,2011,http://law.gsu.edu/files/2014/04/EmploymentSummary-2012.pdf,2017-09-11
GEORGIA STATE,175,,2010,http://law.gsu.edu/files/2014/04/EmploymentSummary-2011.pdf,2017-09-11
GOLDEN GATE,17,,2016,http://www.ggu.edu/media/law/documents/career-development/ggu-aba-employment-summary-class-of-2016.pdf,2017-09-11
GOLDEN GATE,17,,2015,http://www.ggu.edu/media/law/documents/career-development/ggu-aba-employment-summary-class-of-2015.pdf,2017-09-11
GOLDEN GATE,17,,2014,http://www.ggu.edu/media/law/documents/career-development/ggu-aba-employment-summary-class-of-2014.pdf,2017-09-11
GOLDEN GATE,17,,2013,http://www.ggu.edu/media/law/documents/career-development/ggu-aba-employment-summary-class-of-2013.pdf,2017-09-11
GOLDEN GATE,17,,2012,https://s3.amazonaws.com/symp.csm.usprod/law-ggu/files/a86/a86c983ab6196931f164ea53971174ca.pdf,2017-09-11
GOLDEN GATE,17,,2011,https://s3.amazonaws.com/symp.csm.usprod/law-ggu/files/b25/b25ceddad57b8e3755603e4e7dd7aba1.pdf,2017-09-11
GOLDEN GATE,17,,2010,N/A,N/A
GONZAGA,159,,2016,https://www.law.gonzaga.edu/files/ABA-Employment-Summary-for-2016-graduates.pdf,2017-09-11
GONZAGA,159,,2015,https://www.law.gonzaga.edu/files/EmploymentQuestionnaireSummary-159-159-04-15-2016-11-44-20-135121.pdf,2017-09-11
GONZAGA,159,,2014,N/A - BROKEN,N/A
GONZAGA,159,,2013,https://www.law.gonzaga.edu/files/2013-Employment-Report.pdf,2017-09-11
GONZAGA,159,,2012,https://www.law.gonzaga.edu/files/EmploymentSummary-2012.pdf,2017-09-11
GONZAGA,159,,2011,https://www.law.gonzaga.edu/files/EmploymentSummary-2011.pdf,2017-09-11
GONZAGA,159,,2010,https://www.law.gonzaga.edu/files/EmploymentSummary-2010.pdf,2017-09-11
HARVARD,74,,2016,http://hls.harvard.edu/content/uploads/2017/04/ABA-Employment-Summary-for-Class-of-2016-Graduates.pdf,2017-09-11
HARVARD,74,,2015,http://hls.harvard.edu/content/uploads/2016/04/ABA-Employment-Summary-for-Class-of-2015-Graduates.pdf,2017-09-11
HARVARD,74,,2014,http://hls.harvard.edu/content/uploads/2015/04/ABA-Employment-Summary-for-2014-Graduates-Final.pdf,2017-09-11
HARVARD,74,,2013,http://hls.harvard.edu/content/uploads/2014/09/2013_employment_statistics.pdf,2017-09-11
HARVARD,74,,2012,http://hls.harvard.edu/content/uploads/2014/09/2012_employment_statistics.pdf,2017-09-11
HARVARD,74,,2011,http://hls.harvard.edu/content/uploads/2014/09/2011_employment_statistics.pdf,2017-09-11
HARVARD,74,,2010,N/A,N/A
HAWAII,41,,2016,https://www.law.hawaii.edu/sites/www.law.hawaii.edu/files/content/Careers/DOC041417.pdf,2017-09-11
HAWAII,41,,2015,https://www.law.hawaii.edu/sites/www.law.hawaii.edu/files/content/Careers/Class%20of%202015%20%2810%20mos%20post%20grad%29%20Employment%20Statistics%20LATEST%204-12-16.pdf,2017-09-11
HAWAII,41,,2014,https://www.law.hawaii.edu/sites/www.law.hawaii.edu/files/content/Copy%20of%20Class%20of%202014%20Employment%20Statistics%20CORRECTED%2012-15edit.pdf,2017-09-11
HAWAII,41,,2013,https://www.law.hawaii.edu/sites/www.law.hawaii.edu/files/content/ABA%20Employment%20Summary%20Class%202013.pdf,2017-09-11
HAWAII,41,,2012,https://www.law.hawaii.edu/sites/www.law.hawaii.edu/files/content/about-us/ABA%20EmploymentSummary-Class%20of%202012%20%281%29.pdf,2017-09-11
HAWAII,41,,2011,N/A,N/A
HAWAII,41,,2010,N/A,N/A
HOFSTRA,103,,2016,https://law.hofstra.edu/_site_support/files/pdf/academics/careerservices/employmentstatistics/classof2016/employment-statistics-for-the-class-of-2016.pdf,2017-09-11
HOFSTRA,103,,2015,https://law.hofstra.edu/_site_support/files/pdf/academics/careerservices/employmentstatistics/classof2015/employment-statistics-for-the-class-of-2015.pdf,2017-09-11
HOFSTRA,103,,2014,https://law.hofstra.edu/_site_support/files/pdf/academics/careerservices/employmentstatistics/classof2014/employment-statistics-for-the-class-of-2014.pdf,2017-09-11
HOFSTRA,103,,2013,N/A,N/A
HOFSTRA,103,,2012,N/A,N/A
HOFSTRA,103,,2011,N/A,N/A
HOFSTRA,103,,2010,N/A,N/A
HOUSTON,144,,2016,http://www.law.uh.edu/career/employment-statistics/ABA%20Employment%20Summary%20for%20the%20Class%20of%202016.pdf,2017-09-11
HOUSTON,144,,2015,http://www.law.uh.edu/career/employment-statistics/ABA%20Employment%20Questionnaire%20Summary%202015.pdf,2017-09-11
HOUSTON,144,,2014,http://www.law.uh.edu/career/employment-statistics/EmploymentSummary-2014.pdf,2017-09-11
HOUSTON,144,,2013,N/A,N/A
HOUSTON,144,,2012,N/A,N/A
HOUSTON,144,,2011,N/A,N/A
HOUSTON,144,,2010,N/A,N/A
HOWARD,32,,2016,http://law.howard.edu/sites/default/files/EmploymentQuestionnaireSummary-32-25038-04-07-2017%2014-41-21.pdf,2017-09-11
HOWARD,32,,2015,http://law.howard.edu/sites/default/files/EmploymentQuestionnaireSummary_For_Publication.pdf,2017-09-11
HOWARD,32,,2014,http://law.howard.edu/sites/default/files/ABA_HUSL_041615.pdf,2017-09-11
HOWARD,32,,2013,http://law.howard.edu/sites/default/files/ABA_Employment_Summary_Class_of_2013.pdf,2017-09-11
HOWARD,32,,2012,http://law.howard.edu/sites/default/files/ABA_Employment_Summary_Class_of_2012.pdf,2017-09-11
HOWARD,32,,2011,N/A,N/A
HOWARD,32,,2010,N/A,N/A
IDAHO,42,,2016,https://www.uidaho.edu/~/media/UIdaho-Responsive/Files/law/career-development/employment-statistics/2016-aba-employment-summary.ashx,2017-09-11
IDAHO,42,,2015,https://www.uidaho.edu/~/media/UIdaho-Responsive/Files/law/career-development/employment-statistics/2015-aba-employment-summary.ashx,2017-09-11
IDAHO,42,,2014,https://www.uidaho.edu/~/media/UIdaho-Responsive/Files/law/career-development/employment-statistics/2014-aba-employment-summary.ashx,2017-09-11
IDAHO,42,,2013,N/A,N/A
IDAHO,42,,2012,N/A,N/A
IDAHO,42,,2011,N/A,N/A
IDAHO,42,,2010,N/A,N/A
ILLINOIS,44,,2016,https://law.illinois.edu/wp-content/uploads/2017/04/ABA-Employment-Summary-for-Law-School-Graduates.pdf,2017-09-11
ILLINOIS,44,,2015,https://law.illinois.edu/wp-content/uploads/2016/12/ABA-Class-of-2015-Employment-Summary-1.pdf,2017-09-11
ILLINOIS,44,,2014,https://law.illinois.edu/wp-content/uploads/2016/12/ABA-Employment-Summary-for-2014-Graduates-1.pdf,2017-09-11
ILLINOIS,44,,2013,N/A,N/A
ILLINOIS,44,,2012,N/A,N/A
ILLINOIS,44,,2011,N/A,N/A
ILLINOIS,44,,2010,N/A,N/A
INDIANA - BLOOMINGTON,51,,2016,http://www.law.indiana.edu/about/assets/aba-employment-summary-class-of-2016.pdf,2017-09-11
INDIANA - BLOOMINGTON,51,,2015,http://www.law.indiana.edu/about/assets/employment-summary-2015.pdf,2017-09-11
INDIANA - BLOOMINGTON,51,,2014,http://www.law.indiana.edu/about/assets/aba-employment-summary-class-of-2014.pdf,2017-09-11
